pattern;color;material;;brand;image_1;image_2;image_3;image_4;image_5;image_6;image_7;image_8;image_9;image_10;image_11;image_12;image_13;image_14;image_15;image_16;image_17;image_18;image_19;image_20;;;;
edbzt03437;bsw0;edbzt03437-bsw0;EDBZT03437-BSW0;dcshoes;edbzt03437_dcshoes,f_bsw0_frt1.jpg;edbzt03437_dcshoes,f_bsw0_bck1.jpg;edbzt03437_dcshoes,w_bsw0_frt1.jpg;edbzt03437_dcshoes,w_bsw0_frt3.jpg;edbzt03437_dcshoes,w_bsw0_frt9.jpg;edbzt03437_dcshoes,w_bsw0_bck1.jpg;;;;;;;;;;;;;;;;;;
edbzt03438;kvj0;edbzt03438-kvj0;EDBZT03438-KVJ0;dcshoes;edbzt03438_dcshoes,f_kvj0_frt1.jpg;edbzt03438_dcshoes,f_kvj0_bck1.jpg;edbzt03438_dcshoes,w_kvj0_frt1.jpg;edbzt03438_dcshoes,w_kvj0_frt3.jpg;edbzt03438_dcshoes,w_kvj0_frt9.jpg;edbzt03438_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edbzt03439;brq0;edbzt03439-brq0;EDBZT03439-BRQ0;dcshoes;edbzt03439_dcshoes,f_brq0_frt1.jpg;edbzt03439_dcshoes,f_brq0_bck1.jpg;edbzt03439_dcshoes,w_brq0_frt1.jpg;edbzt03439_dcshoes,w_brq0_frt3.jpg;edbzt03439_dcshoes,w_brq0_frt9.jpg;edbzt03439_dcshoes,w_brq0_bck1.jpg;;;;;;;;;;;;;;;;;;
edbzt03440;wbb0;edbzt03440-wbb0;EDBZT03440-WBB0;dcshoes;edbzt03440_dcshoes,f_wbb0_frt1.jpg;edbzt03440_dcshoes,f_wbb0_bck1.jpg;edbzt03440_dcshoes,w_wbb0_frt1.jpg;edbzt03440_dcshoes,w_wbb0_frt3.jpg;edbzt03440_dcshoes,w_wbb0_frt9.jpg;edbzt03440_dcshoes,w_wbb0_bck1.jpg;edbzt03440_dcshoes,w_wbb0_bck2.jpg;;;;;;;;;;;;;;;;;
edbzt03442;yfw0;edbzt03442-yfw0;EDBZT03442-YFW0;dcshoes;edbzt03442_dcshoes,f_yfw0_frt1.jpg;edbzt03442_dcshoes,f_yfw0_bck1.jpg;edbzt03442_dcshoes,w_yfw0_frt1.jpg;edbzt03442_dcshoes,w_yfw0_frt3.jpg;edbzt03442_dcshoes,w_yfw0_frt9.jpg;edbzt03442_dcshoes,w_yfw0_bck1.jpg;;;;;;;;;;;;;;;;;;
edbzt03443;bgj0;edbzt03443-bgj0;EDBZT03443-BGJ0;dcshoes;edbzt03443_dcshoes,f_bgj0_frt1.jpg;edbzt03443_dcshoes,f_bgj0_bck1.jpg;edbzt03443_dcshoes,w_bgj0_frt1.jpg;edbzt03443_dcshoes,w_bgj0_frt3.jpg;edbzt03443_dcshoes,w_bgj0_frt9.jpg;edbzt03443_dcshoes,w_bgj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edbzt03444;bsw0;edbzt03444-bsw0;EDBZT03444-BSW0;dcshoes;edbzt03444_dcshoes,f_bsw0_frt1.jpg;edbzt03444_dcshoes,f_bsw0_bck1.jpg;edbzt03444_dcshoes,w_bsw0_frt1.jpg;edbzt03444_dcshoes,w_bsw0_frt3.jpg;edbzt03444_dcshoes,w_bsw0_frt9.jpg;edbzt03444_dcshoes,w_bsw0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyba03077;byj0;edyba03077-byj0;EDYBA03077-BYJ0;dcshoes;edyba03077_dcshoes,p_byj0_frt1.jpg;edyba03077_dcshoes,p_byj0_frt2.jpg;edyba03077_dcshoes,p_byj0_frt3.jpg;edyba03077_dcshoes,p_byj0_frt4.jpg;edyba03077_dcshoes,p_byj0_frt5.jpg;edyba03077_dcshoes,p_byj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyba03077;gss0;edyba03077-gss0;EDYBA03077-GSS0;dcshoes;edyba03077_dcshoes,p_gss0_frt1.jpg;edyba03077_dcshoes,p_gss0_frt2.jpg;edyba03077_dcshoes,p_gss0_frt3.jpg;edyba03077_dcshoes,p_gss0_frt4.jpg;edyba03077_dcshoes,p_gss0_frt5.jpg;edyba03077_dcshoes,p_gss0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyba03077;knfh;edyba03077-knfh;EDYBA03077-KNFH;dcshoes;edyba03077_dcshoes,p_knfh_frt1.jpg;;;;;;;;;;;;;;;;;;;;;;;
edyba03077;kvj0;edyba03077-kvj0;EDYBA03077-KVJ0;dcshoes;edyba03077_dcshoes,p_kvj0_frt1.jpg;edyba03077_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyba03106;cpd0;edyba03106-cpd0;EDYBA03106-CPD0;dcshoes;edyba03106_dcshoes,p_cpd0_frt1.jpg;edyba03106_dcshoes,p_cpd0_frt2.jpg;edyba03106_dcshoes,p_cpd0_bck1.jpg;edyba03106_dcshoes,p_cpd0_bck5.jpg;;;;;;;;;;;;;;;;;;;;
edyba03106;gqq0;edyba03106-gqq0;EDYBA03106-GQQ0;dcshoes;edyba03106_dcshoes,p_gqq0_frt1.jpg;edyba03106_dcshoes,p_gqq0_frt2.jpg;edyba03106_dcshoes,p_gqq0_bck1.jpg;edyba03106_dcshoes,p_gqq0_bck5.jpg;;;;;;;;;;;;;;;;;;;;
edyba03106;kvj0;edyba03106-kvj0;EDYBA03106-KVJ0;dcshoes;edyba03106_dcshoes,p_kvj0_frt1.jpg;edyba03106_dcshoes,p_kvj0_frt2.jpg;edyba03106_dcshoes,p_kvj0_bck1.jpg;edyba03106_dcshoes,p_kvj0_bck5.jpg;;;;;;;;;;;;;;;;;;;;
edyba03107;bgj0;edyba03107-bgj0;EDYBA03107-BGJ0;dcshoes;edyba03107_dcshoes,p_bgj0_frt1.jpg;edyba03107_dcshoes,p_bgj0_frt2.jpg;edyba03107_dcshoes,p_bgj0_bck1.jpg;edyba03107_dcshoes,p_bgj0_bck5.jpg;;;;;;;;;;;;;;;;;;;;
edybp03202;byj0;edybp03202-byj0;EDYBP03202-BYJ0;dcshoes;edybp03202_dcshoes,p_byj0_frt1.jpg;edybp03202_dcshoes,p_byj0_frt2.jpg;edybp03202_dcshoes,p_byj0_frt5.jpg;edybp03202_dcshoes,p_byj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edybp03202;gss0;edybp03202-gss0;EDYBP03202-GSS0;dcshoes;edybp03202_dcshoes,p_gss0_frt1.jpg;edybp03202_dcshoes,p_gss0_frt2.jpg;edybp03202_dcshoes,p_gss0_frt5.jpg;edybp03202_dcshoes,p_gss0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edybp03202;knfh;edybp03202-knfh;EDYBP03202-KNFH;dcshoes;edybp03202_dcshoes,p_knfh_frt1.jpg;edybp03202_dcshoes,p_knfh_frt2.jpg;edybp03202_dcshoes,p_knfh_frt5.jpg;edybp03202_dcshoes,p_knfh_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edybp03202;kvj0;edybp03202-kvj0;EDYBP03202-KVJ0;dcshoes;edybp03202_dcshoes,p_kvj0_frt1.jpg;edybp03202_dcshoes,p_kvj0_frt2.jpg;edybp03202_dcshoes,p_kvj0_frt5.jpg;edybp03202_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edybp03274;brq0;edybp03274-brq0;EDYBP03274-BRQ0;dcshoes;edybp03274_dcshoes,p_brq0_frt1.jpg;edybp03274_dcshoes,p_brq0_frt2.jpg;edybp03274_dcshoes,p_brq0_frt5.jpg;edybp03274_dcshoes,p_brq0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edybp03274;cpd0;edybp03274-cpd0;EDYBP03274-CPD0;dcshoes;edybp03274_dcshoes,p_cpd0_frt1.jpg;edybp03274_dcshoes,p_cpd0_frt2.jpg;edybp03274_dcshoes,p_cpd0_frt5.jpg;edybp03274_dcshoes,p_cpd0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edybp03276;kvj0;edybp03276-kvj0;EDYBP03276-KVJ0;dcshoes;edybp03276_dcshoes,p_kvj0_frt1.jpg;edybp03276_dcshoes,p_kvj0_frt2.jpg;edybp03276_dcshoes,p_kvj0_frt5.jpg;edybp03276_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edydp03427;wdvw;edydp03427-wdvw;EDYDP03427-WDVW;dcshoes;edydp03427_dcshoes,f_wdvw_frt1.jpg;edydp03427_dcshoes,f_wdvw_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edydp03428;brq0;edydp03428-brq0;EDYDP03428-BRQ0;dcshoes;edydp03428_dcshoes,f_brq0_frt1.jpg;edydp03428_dcshoes,f_brq0_bck1.jpg;edydp03428_dcshoes,w_brq0_frt1.jpg;edydp03428_dcshoes,w_brq0_frt2.jpg;edydp03428_dcshoes,w_brq0_frt3.jpg;edydp03428_dcshoes,w_brq0_bck1.jpg;;;;;;;;;;;;;;;;;;
edydp03430;gqq0;edydp03430-gqq0;EDYDP03430-GQQ0;dcshoes;edydp03430_dcshoes,f_gqq0_frt1.jpg;edydp03430_dcshoes,f_gqq0_bck1.jpg;edydp03430_dcshoes,w_gqq0_frt1.jpg;edydp03430_dcshoes,w_gqq0_frt2.jpg;edydp03430_dcshoes,w_gqq0_frt3.jpg;edydp03430_dcshoes,w_gqq0_bck1.jpg;;;;;;;;;;;;;;;;;;
edydp03432;kvj0;edydp03432-kvj0;EDYDP03432-KVJ0;dcshoes;edydp03432_dcshoes,f_kvj0_frt1.jpg;edydp03432_dcshoes,f_kvj0_bck1.jpg;edydp03432_dcshoes,w_kvj0_frt1.jpg;edydp03432_dcshoes,w_kvj0_frt2.jpg;edydp03432_dcshoes,w_kvj0_frt3.jpg;edydp03432_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edydp03433;brq0;edydp03433-brq0;EDYDP03433-BRQ0;dcshoes;edydp03433_dcshoes,f_brq0_frt1.jpg;edydp03433_dcshoes,f_brq0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyfb03093;kvj0;edyfb03093-kvj0;EDYFB03093-KVJ0;dcshoes;edyfb03093_dcshoes,f_kvj0_frt1.jpg;edyfb03093_dcshoes,f_kvj0_bck1.jpg;edyfb03093_dcshoes,w_kvj0_frt1.jpg;edyfb03093_dcshoes,w_kvj0_frt3.jpg;edyfb03093_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyfb03094;kvj0;edyfb03094-kvj0;EDYFB03094-KVJ0;dcshoes;edyfb03094_dcshoes,f_kvj0_frt1.jpg;edyfb03094_dcshoes,f_kvj0_bck1.jpg;edyfb03094_dcshoes,w_kvj0_frt1.jpg;edyfb03094_dcshoes,w_kvj0_frt2.jpg;edyfb03094_dcshoes,w_kvj0_frt3.jpg;edyfb03094_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyfb03095;kvj0;edyfb03095-kvj0;EDYFB03095-KVJ0;dcshoes;edyfb03095_dcshoes,f_kvj0_frt1.jpg;edyfb03095_dcshoes,f_kvj0_bck1.jpg;edyfb03095_dcshoes,w_kvj0_frt1.jpg;edyfb03095_dcshoes,w_kvj0_frt2.jpg;edyfb03095_dcshoes,w_kvj0_frt3.jpg;edyfb03095_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyft03547;bsw0;edyft03547-bsw0;EDYFT03547-BSW0;dcshoes;edyft03547_dcshoes,f_bsw0_frt1.jpg;edyft03547_dcshoes,f_bsw0_bck1.jpg;edyft03547_dcshoes,w_bsw0_frt1.jpg;edyft03547_dcshoes,w_bsw0_dtl1.jpg;edyft03547_dcshoes,w_bsw0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03547;kvj0;edyft03547-kvj0;EDYFT03547-KVJ0;dcshoes;edyft03547_dcshoes,f_kvj0_frt1.jpg;edyft03547_dcshoes,f_kvj0_bck1.jpg;edyft03547_dcshoes,w_kvj0_frt1.jpg;edyft03547_dcshoes,w_kvj0_dtl1.jpg;edyft03547_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03548;cqf0;edyft03548-cqf0;EDYFT03548-CQF0;dcshoes;edyft03548_dcshoes,f_cqf0_frt1.jpg;edyft03548_dcshoes,f_cqf0_bck1.jpg;edyft03548_dcshoes,w_cqf0_frt1.jpg;edyft03548_dcshoes,w_cqf0_dtl1.jpg;edyft03548_dcshoes,w_cqf0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03548;kvj0;edyft03548-kvj0;EDYFT03548-KVJ0;dcshoes;edyft03548_dcshoes,f_kvj0_frt1.jpg;edyft03548_dcshoes,f_kvj0_bck1.jpg;edyft03548_dcshoes,w_kvj0_frt1.jpg;edyft03548_dcshoes,w_kvj0_dtl1.jpg;edyft03548_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03548;sfrh;edyft03548-sfrh;EDYFT03548-SFRH;dcshoes;edyft03548_dcshoes,f_sfrh_frt1.jpg;edyft03548_dcshoes,f_sfrh_bck1.jpg;edyft03548_dcshoes,w_sfrh_frt1.jpg;edyft03548_dcshoes,w_sfrh_dtl1.jpg;edyft03548_dcshoes,w_sfrh_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03549;cqf0;edyft03549-cqf0;EDYFT03549-CQF0;dcshoes;edyft03549_dcshoes,f_cqf0_frt1.jpg;edyft03549_dcshoes,f_cqf0_bck1.jpg;edyft03549_dcshoes,w_cqf0_frt1.jpg;edyft03549_dcshoes,w_cqf0_dtl1.jpg;edyft03549_dcshoes,w_cqf0_dtl2.jpg;edyft03549_dcshoes,w_cqf0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyft03549;gqq0;edyft03549-gqq0;EDYFT03549-GQQ0;dcshoes;edyft03549_dcshoes,f_gqq0_frt1.jpg;edyft03549_dcshoes,f_gqq0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyft03549;kvj0;edyft03549-kvj0;EDYFT03549-KVJ0;dcshoes;edyft03549_dcshoes,f_kvj0_frt1.jpg;edyft03549_dcshoes,f_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyft03549;sfrh;edyft03549-sfrh;EDYFT03549-SFRH;dcshoes;edyft03549_dcshoes,f_sfrh_frt1.jpg;edyft03549_dcshoes,f_sfrh_bck1.jpg;edyft03549_dcshoes,w_sfrh_frt1.jpg;edyft03549_dcshoes,w_sfrh_dtl1.jpg;edyft03549_dcshoes,w_sfrh_dtl2.jpg;edyft03549_dcshoes,w_sfrh_bck1.jpg;;;;;;;;;;;;;;;;;;
edyft03552;kvj0;edyft03552-kvj0;EDYFT03552-KVJ0;dcshoes;edyft03552_dcshoes,f_kvj0_frt1.jpg;edyft03552_dcshoes,f_kvj0_bck1.jpg;edyft03552_dcshoes,w_kvj0_frt1.jpg;edyft03552_dcshoes,w_kvj0_frt3.jpg;edyft03552_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03552;tfl0;edyft03552-tfl0;EDYFT03552-TFL0;dcshoes;edyft03552_dcshoes,f_tfl0_frt1.jpg;edyft03552_dcshoes,f_tfl0_bck1.jpg;edyft03552_dcshoes,w_tfl0_frt1.jpg;edyft03552_dcshoes,w_tfl0_frt3.jpg;edyft03552_dcshoes,w_tfl0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03553;kvj0;edyft03553-kvj0;EDYFT03553-KVJ0;dcshoes;edyft03553_dcshoes,w_kvj0_frt1.jpg;edyft03553_dcshoes,w_kvj0_frt2.jpg;edyft03553_dcshoes,w_kvj0_frt3.jpg;edyft03553_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyft03555;gtp0;edyft03555-gtp0;EDYFT03555-GTP0;dcshoes;edyft03555_dcshoes,f_gtp0_frt1.jpg;edyft03555_dcshoes,f_gtp0_bck1.jpg;edyft03555_dcshoes,w_gtp0_frt1.jpg;edyft03555_dcshoes,w_gtp0_frt3.jpg;edyft03555_dcshoes,w_gtp0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyft03556;brq0;edyft03556-brq0;EDYFT03556-BRQ0;dcshoes;edyft03556_dcshoes,w_brq0_frt1.jpg;edyft03556_dcshoes,w_brq0_dtl1.jpg;edyft03556_dcshoes,w_brq0_dtl2.jpg;;;;;;;;;;;;;;;;;;;;;
edyft03556;tfl0;edyft03556-tfl0;EDYFT03556-TFL0;dcshoes;edyft03556_dcshoes,w_tfl0_frt1.jpg;edyft03556_dcshoes,w_tfl0_dtl1.jpg;edyft03556_dcshoes,w_tfl0_dtl2.jpg;edyft03556_dcshoes,w_tfl0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyft03557;kvj0;edyft03557-kvj0;EDYFT03557-KVJ0;dcshoes;edyft03557_dcshoes,w_kvj0_frt1.jpg;edyft03557_dcshoes,w_kvj0_frt2.jpg;edyft03557_dcshoes,w_kvj0_frt3.jpg;edyft03557_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyft03558;kvj0;edyft03558-kvj0;EDYFT03558-KVJ0;dcshoes;edyft03558_dcshoes,f_kvj0_frt1.jpg;edyft03558_dcshoes,f_kvj0_bck1.jpg;edyft03558_dcshoes,w_kvj0_frt1.jpg;edyft03558_dcshoes,w_kvj0_frt3.jpg;edyft03558_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyha03175;bgj0;edyha03175-bgj0;EDYHA03175-BGJ0;dcshoes;edyha03175_dcshoes,p_bgj0_frt1.jpg;edyha03175_dcshoes,p_bgj0_frt2.jpg;edyha03175_dcshoes,p_bgj0_frt3.jpg;edyha03175_dcshoes,p_bgj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03175;cqf0;edyha03175-cqf0;EDYHA03175-CQF0;dcshoes;edyha03175_dcshoes,p_cqf0_frt1.jpg;edyha03175_dcshoes,p_cqf0_frt2.jpg;edyha03175_dcshoes,p_cqf0_frt3.jpg;edyha03175_dcshoes,p_cqf0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03175;kvj0;edyha03175-kvj0;EDYHA03175-KVJ0;dcshoes;edyha03175_dcshoes,p_kvj0_frt1.jpg;edyha03175_dcshoes,p_kvj0_frt2.jpg;edyha03175_dcshoes,p_kvj0_frt3.jpg;edyha03175_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03176;cqf0;edyha03176-cqf0;EDYHA03176-CQF0;dcshoes;edyha03176_dcshoes,f_cqf0_frt1.jpg;edyha03176_dcshoes,f_cqf0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyha03176;kvj0;edyha03176-kvj0;EDYHA03176-KVJ0;dcshoes;edyha03176_dcshoes,f_kvj0_frt1.jpg;edyha03176_dcshoes,f_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyha03176;sfrh;edyha03176-sfrh;EDYHA03176-SFRH;dcshoes;edyha03176_dcshoes,f_sfrh_frt1.jpg;edyha03176_dcshoes,f_sfrh_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyha03180;kvj0;edyha03180-kvj0;EDYHA03180-KVJ0;dcshoes;edyha03180_dcshoes,f_kvj0_frt1.jpg;edyha03180_dcshoes,f_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyha03180;sla0;edyha03180-sla0;EDYHA03180-SLA0;dcshoes;edyha03180_dcshoes,f_sla0_frt1.jpg;edyha03180_dcshoes,f_sla0_bck1.jpg;;;;;;;;;;;;;;;;;;;;;;
edyha03182;cqf0;edyha03182-cqf0;EDYHA03182-CQF0;dcshoes;edyha03182_dcshoes,p_cqf0_frt1.jpg;edyha03182_dcshoes,p_cqf0_frt2.jpg;edyha03182_dcshoes,p_cqf0_frt3.jpg;edyha03182_dcshoes,p_cqf0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03182;ghz0;edyha03182-ghz0;EDYHA03182-GHZ0;dcshoes;edyha03182_dcshoes,p_ghz0_frt1.jpg;edyha03182_dcshoes,p_ghz0_frt2.jpg;edyha03182_dcshoes,p_ghz0_frt3.jpg;edyha03182_dcshoes,p_ghz0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03182;kvj0;edyha03182-kvj0;EDYHA03182-KVJ0;dcshoes;edyha03182_dcshoes,p_kvj0_frt1.jpg;edyha03182_dcshoes,p_kvj0_frt2.jpg;edyha03182_dcshoes,p_kvj0_frt3.jpg;edyha03182_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03182;wbk0;edyha03182-wbk0;EDYHA03182-WBK0;dcshoes;edyha03182_dcshoes,p_wbk0_frt1.jpg;edyha03182_dcshoes,p_wbk0_frt2.jpg;edyha03182_dcshoes,p_wbk0_frt3.jpg;edyha03182_dcshoes,p_wbk0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03183;kvj0;edyha03183-kvj0;EDYHA03183-KVJ0;dcshoes;edyha03183_dcshoes,p_kvj0_frt1.jpg;edyha03183_dcshoes,p_kvj0_frt2.jpg;edyha03183_dcshoes,p_kvj0_frt3.jpg;edyha03183_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03184;kvj0;edyha03184-kvj0;EDYHA03184-KVJ0;dcshoes;edyha03184_dcshoes,p_kvj0_frt1.jpg;edyha03184_dcshoes,p_kvj0_frt2.jpg;edyha03184_dcshoes,p_kvj0_frt3.jpg;edyha03184_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03185;cqf0;edyha03185-cqf0;EDYHA03185-CQF0;dcshoes;edyha03185_dcshoes,p_cqf0_frt1.jpg;edyha03185_dcshoes,p_cqf0_frt2.jpg;edyha03185_dcshoes,p_cqf0_frt3.jpg;edyha03185_dcshoes,p_cqf0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03185;kvj0;edyha03185-kvj0;EDYHA03185-KVJ0;dcshoes;edyha03185_dcshoes,p_kvj0_frt1.jpg;edyha03185_dcshoes,p_kvj0_frt2.jpg;edyha03185_dcshoes,p_kvj0_frt3.jpg;edyha03185_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03186;bsw0;edyha03186-bsw0;EDYHA03186-BSW0;dcshoes;edyha03186_dcshoes,p_bsw0_frt1.jpg;edyha03186_dcshoes,p_bsw0_frt2.jpg;edyha03186_dcshoes,p_bsw0_frt3.jpg;edyha03186_dcshoes,p_bsw0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03186;kvj0;edyha03186-kvj0;EDYHA03186-KVJ0;dcshoes;edyha03186_dcshoes,p_kvj0_frt1.jpg;edyha03186_dcshoes,p_kvj0_frt2.jpg;edyha03186_dcshoes,p_kvj0_frt3.jpg;edyha03186_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03187;gtp0;edyha03187-gtp0;EDYHA03187-GTP0;dcshoes;edyha03187_dcshoes,p_gtp0_frt1.jpg;edyha03187_dcshoes,p_gtp0_frt2.jpg;edyha03187_dcshoes,p_gtp0_frt3.jpg;edyha03187_dcshoes,p_gtp0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03187;nqv0;edyha03187-nqv0;EDYHA03187-NQV0;dcshoes;edyha03187_dcshoes,p_nqv0_frt1.jpg;edyha03187_dcshoes,p_nqv0_frt2.jpg;edyha03187_dcshoes,p_nqv0_frt3.jpg;edyha03187_dcshoes,p_nqv0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03188;kvj0;edyha03188-kvj0;EDYHA03188-KVJ0;dcshoes;edyha03188_dcshoes,p_kvj0_frt1.jpg;edyha03188_dcshoes,p_kvj0_frt2.jpg;edyha03188_dcshoes,p_kvj0_frt3.jpg;edyha03188_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03189;kvj0;edyha03189-kvj0;EDYHA03189-KVJ0;dcshoes;edyha03189_dcshoes,p_kvj0_frt1.jpg;edyha03189_dcshoes,p_kvj0_frt2.jpg;edyha03189_dcshoes,p_kvj0_frt3.jpg;edyha03189_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyha03190;kvj0;edyha03190-kvj0;EDYHA03190-KVJ0;dcshoes;edyha03190_dcshoes,p_kvj0_frt1.jpg;edyha03190_dcshoes,p_kvj0_frt2.jpg;edyha03190_dcshoes,p_kvj0_frt3.jpg;edyha03190_dcshoes,p_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;;;
edyjk03262;brq0;edyjk03262-brq0;EDYJK03262-BRQ0;dcshoes;edyjk03262_dcshoes,f_brq0_frt1.jpg;edyjk03262_dcshoes,f_brq0_bck1.jpg;edyjk03262_dcshoes,w_brq0_frt1.jpg;edyjk03262_dcshoes,w_brq0_frt2.jpg;edyjk03262_dcshoes,w_brq0_frt3.jpg;;;;;;;;;;;;;;;;;;;
edyjk03262;cpd0;edyjk03262-cpd0;EDYJK03262-CPD0;dcshoes;edyjk03262_dcshoes,f_cpd0_frt1.jpg;edyjk03262_dcshoes,f_cpd0_bck1.jpg;edyjk03262_dcshoes,w_cpd0_frt1.jpg;edyjk03262_dcshoes,w_cpd0_frt2.jpg;edyjk03262_dcshoes,w_cpd0_bck1.jpg;;;;;;;;;;;;;;;;;;;
edyjk03263;brq0;edyjk03263-brq0;EDYJK03263-BRQ0;dcshoes;edyjk03263_dcshoes,f_brq0_frt1.jpg;edyjk03263_dcshoes,f_brq0_bck1.jpg;edyjk03263_dcshoes,w_brq0_frt1.jpg;edyjk03263_dcshoes,w_brq0_frt2.jpg;edyjk03263_dcshoes,w_brq0_frt3.jpg;edyjk03263_dcshoes,w_brq0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyjk03263;cpd0;edyjk03263-cpd0;EDYJK03263-CPD0;dcshoes;edyjk03263_dcshoes,f_cpd0_frt1.jpg;edyjk03263_dcshoes,f_cpd0_bck1.jpg;edyjk03263_dcshoes,w_cpd0_frt1.jpg;edyjk03263_dcshoes,w_cpd0_frt2.jpg;edyjk03263_dcshoes,w_cpd0_frt3.jpg;;;;;;;;;;;;;;;;;;;
edyjk03264;cpd0;edyjk03264-cpd0;EDYJK03264-CPD0;dcshoes;edyjk03264_dcshoes,f_cpd0_frt1.jpg;edyjk03264_dcshoes,f_cpd0_bck1.jpg;edyjk03264_dcshoes,w_cpd0_frt1.jpg;edyjk03264_dcshoes,w_cpd0_frt2.jpg;edyjk03264_dcshoes,w_cpd0_frt3.jpg;edyjk03264_dcshoes,w_cpd0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyjk03265;kvj0;edyjk03265-kvj0;EDYJK03265-KVJ0;dcshoes;edyjk03265_dcshoes,f_kvj0_frt1.jpg;edyjk03265_dcshoes,f_kvj0_bck1.jpg;edyjk03265_dcshoes,w_kvj0_frt1.jpg;edyjk03265_dcshoes,w_kvj0_frt2.jpg;edyjk03265_dcshoes,w_kvj0_frt3.jpg;edyjk03265_dcshoes,w_kvj0_bck1.jpg;;;;;;;;;;;;;;;;;;
edyjk03266;bsw0;edyjk03266-bsw0;EDYJK03266-BSW0;dcshoes;edyjk03266_dcshoes,f_bsw0_frt1.jpg;edyjk03266_dcshoes,f_bsw0_bck1.jpg;edyjk03266_dcshoes,w_bsw0_frt1.jpg;edyjk03266_dcshoes,w_bsw0_frt2.jpg;edyjk03266_dcshoes,w_bsw0_frt3.jpg;edyjk03266_dcshoes,w_bsw0_bck1.jpg;;;;;;;;;;;;;;;;;;
